Pos,No,Driver,Team,Laps,Time/Retired,Grid,Pts
1,1,Michael Schumacher,Benetton-Renault,45,1:22'56.043,2,10
2,6,David Coulthard,Williams-Renault,45,+5.988,3,6
3,28,Gerhard Berger,Ferrari,45,+1'08.097,4,4
4,2,Johnny Herbert,Benetton-Renault,45,+1'23.436,9,3
5,29,Jean-Christophe Boullion,Sauber-Ford,44,+1 lap,14,2
6,25,Aguri Suzuki,Ligier-Mugen-Honda,44,+1 lap,18,1
7,3,Ukyo Katayama,Tyrrell-Yamaha,44,+1 lap,17,
8,17,Andrea Montermini,Pacific-Ilmor,42,+3 laps,23,
9,15,Eddie Irvine,Jordan-Peugeot,41,+4 laps,6,
Ret,8,Mika Hakkinen,McLaren-Mercedes,33,engine,7,
Ret,30,Heinz-Harald Frentzen,Sauber-Ford,32,engine,11,
Ret,24,Luca Badoer,Minardi-Ford,28,oil leak,16,
Ret,16,Giovanni Lavaggi,Pacific-Ilmor,27,gearbox,24,
Ret,22,Roberto Moreno,Forti-Ford,27,halfshaft,22,
Ret,14,Rubens Barrichello,Jordan-Peugeot,20,engine,5,
Ret,7,Mark Blundell,McLaren-Mercedes,17,engine,8,
Ret,26,Olivier Panis,Ligier-Mugen-Honda,13,water leak,12,
Ret,27,Jean Alesi,Ferrari,12,engine,10,
Ret,23,Pierluigi Martini,Minardi-Ford,11,engine,20,
Ret,10,Taki Inoue,Footwork-Hart,9,gearbox,19,
Ret,21,Pedro Diniz,Forti-Ford,8,brakes,21,
Ret,5,Damon Hill,Williams-Renault,1,spun off,1,
Ret,4,Mika Salo,Tyrrell-Yamaha,0,clutch,13,
Ret,9,Massimiliano Papis,Footwork-Hart,0,gearbox,15,
