Pos,No,Driver,Team,Laps,Time/Retired,Grid,Pts
1,4,Jim Rathmann,Watson-Offenhauser,200,3:36.11.36,2,8
2,1,Rodger Ward,Watson-Offenhauser,200,+ 12.75,3,6
3,99,Paul Goldsmith,Epperly-Offenhauser,200,+ 3'07.30,26,4
4,7,Don  Branson,Phillips-Offenhauser,200,+ 3'07.98,8,3
5,3,Johnny Thomson,Lesovsky-Offenhauser,200,+ 3'11.35,17,2
6,22,Eddie Johnson,Trevis-Offenhauser,200,+ 4'10.61,7,1
7,98,Lloyd  Ruby ,Watson-Offenhauser,200,+ 4'25.59,12,
8,44,Bob  Veith,Meskowski-Offenhauser,200,+ 5'17.48,25,
9,18,Bud  Tingelstad,Trevis-Offenhauser,200,+ 8'19.91,20,
10,38,Bob  Christie,Kurtis Kraft-Offenhauser,200,+ 8'40.28,14,
11,27,Red  Amick,Epperly-Offenhauser,200,+ 11'10.58,22,
12,17,Duane Carter, Kuzma-Offenhauser,200,+ 11'17.20,27,
13,39,Bill Homeier, Kuzma-Offenhauser,200,+ 12'10.71,31,
14,48,Gene Hartley,Kurtis Kraft-Offenhauser,196,+ 4 Laps,24,
15,65,Chuck  Stevenson,Watson-Offenhauser,196,+ 4 Laps,9,
16,14,Bobby  Grim,Meskowski-Offenhauser,194,+ 6 Laps,21,
Ret,26,Shorty  Templeman,Kurtis Kraft-Offenhauser,191,Clutch,19,
Ret,56,Jim  Hurtubise,Christensen-Offenhauser ,185,Engine,23,
Ret,10,Jimmy Bryan,Epperly-Offenhauser,152,Fuel system,10,
Ret,28,Troy Ruttman,Watson-Offenhauser,134,Axle,6,
Ret,6,Eddie  Sachs,Ewing-Offenhauser ,132,Magneto,1,
Ret,73,Don  Freeland,Kurtis Kraft-Offenhauser,129,Magneto,11,
Ret,2,Tony  Bettenhausen,Watson-Offenhauser,125,Engine,19,
Ret,32,Wayne  Weiler,Epperly-Offenhauser,103,Accident,15,
Ret,5,A J  Foyt,Kurtis Kraft-Offenhauser,90,Clutch,16,
Ret,46,Eddie  Russo,Kurtis Kraft-Offenhauser,90,Accident,29,
Ret,8,Johnny  Boyd,Epperly-Offenhauser,77,Engine,13,
Ret,37,Gene Force,Kurtis Kraft-Offenhauser,74,Brakes,20,
Ret,16,Jim  McWithey,Epperly-Offenhauser,60,Brakes,32,
Ret,9,Len  Sutton,Watson-Offenhauser,47,Engine,5,
Ret,97,Dick Rathmann,Watson-Offenhauser,42,Brakes,4,
Ret,76,Al  Herman,Ewing-Offenhauser ,34,Clutch,30,
Ret,23,Dempsey  Wilson,Kurtis Kraft-Offenhauser,11,Magneto,33,
